number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
6402,芹菜病毒病,Cucumovirus,黄色花叶,Yellow flower leaves,存在症状,ManifestAs
6403,芹菜病毒病,Cucumovirus,斑驳或呈花叶状,Mottled or mosaic,存在症状,ManifestAs
6404,芹菜病毒病,Cucumovirus,叶柄纤细,Petiole slender,存在症状,ManifestAs
6405,芹菜病毒病,Cucumovirus,植株矮化,Plant dwarfing,存在症状,ManifestAs
6406,芹菜病毒病,Cucumovirus,叶片变色黄化,Leaf discoloration and yellowing,存在症状,ManifestAs
6407,芹菜黄萎病,Verticillium dahliae,时叶色由绿变为黄,The leaves change from green to yellow,存在症状,ManifestAs
6408,芹菜黄萎病,Verticillium dahliae,引起幼苗萎蔫或枯死,Causes seedlings to wilt or die,存在症状,ManifestAs
6409,芹菜黄萎病,Verticillium dahliae,叶片无光泽,Leaves are dull,存在症状,ManifestAs
6410,芹菜黄萎病,Verticillium dahliae,叶色变暗淡,Leaf color becomes dull,存在症状,ManifestAs
6411,芹菜黄萎病,Verticillium dahliae,叶片失绿,Leaf chlorosis,存在症状,ManifestAs
6412,芹菜黄萎病,Verticillium dahliae,黄绿相间斑驳,Yellow-green mottled,存在症状,ManifestAs
6413,芹菜黄萎病,Verticillium dahliae,整株枯死,The whole plant died,存在症状,ManifestAs
6414,芹菜叶斑病,Pseudomonas syringae,黄绿色水渍状小点,Yellow-green water-stained spots,存在症状,ManifestAs
6415,芹菜叶斑病,Pseudomonas syringae,近圆形或不规则灰褐色坏死斑,Nearly circular or irregular gray-brown necrotic spots,存在症状,ManifestAs
6416,芹菜叶斑病,Pseudomonas syringae,呈深褐色,Dark brown,存在症状,ManifestAs
6417,芹菜叶斑病,Pseudomonas syringae,灰白色霉层,Grayish white mold layer,存在症状,ManifestAs
6418,芹菜叶斑病,Pseudomonas syringae,叶片变黄枯死,Leaves turn yellow and die,存在症状,ManifestAs
6419,芹菜叶斑病,Pseudomonas syringae,病斑椭圆形,Lesion oval,存在症状,ManifestAs
6420,芹菜叶斑病,Pseudomonas syringae,灰褐色凹陷,Gray brown depression,存在症状,ManifestAs
6421,芹菜叶斑病,Pseudomonas syringae,茎秆开裂,Stem cracking,存在症状,ManifestAs
6422,胡萝卜微管蚜,Semiaphis heraclei,幼叶卷缩,Young leaves curled,存在症状,ManifestAs
6423,胡萝卜微管蚜,Semiaphis heraclei,卷缩呈乱发状,Curly and messy hair,存在症状,ManifestAs
6424,莴笋霜霉病,Peronospora parasitica,病斑淡黄色,Lesions pale yellow,存在症状,ManifestAs
6425,莴笋霜霉病,Peronospora parasitica,近圆形,Nearly round,存在症状,ManifestAs
6426,莴笋霜霉病,Peronospora parasitica,白色霜霉层,White downy mildew,存在症状,ManifestAs
6427,莴笋霜霉病,Peronospora parasitica,病斑变为黄褐色,The lesions turn yellow-brown,存在症状,ManifestAs
6428,莴笋霜霉病,Peronospora parasitica,叶片发黄枯死,Leaves turn yellow and die,存在症状,ManifestAs
6429,莴笋灰霉病,Botrytis cinerea,呈水渍状腐烂,Water-soaked rot,存在症状,ManifestAs
6430,莴笋灰霉病,Botrytis cinerea,灰色霉层,Gray mold layer,存在症状,ManifestAs
6431,莴笋灰霉病,Botrytis cinerea,呈黄褐色,Yellowish brown,存在症状,ManifestAs
6432,莴笋灰霉病,Botrytis cinerea,灰褐或灰绿色霉层,Gray-brown or gray-green mold layer,存在症状,ManifestAs
6433,莴笋灰霉病,Botrytis cinerea,上部茎叶萎蔫,Upper stems and leaves wilt,存在症状,ManifestAs
6434,莴笋灰霉病,Botrytis cinerea,茎部腐烂,Stem rot,存在症状,ManifestAs
6435,莴笋菌核病,Sclerotinia sclerotiorum,水浸状褪绿斑点,Water-soaked chlorotic spots,存在症状,ManifestAs
6436,莴笋菌核病,Sclerotinia sclerotiorum,不规则圆斑,Irregular round spots,存在症状,ManifestAs
6437,莴笋菌核病,Sclerotinia sclerotiorum,棉絮状的,Cotton-like,存在症状,ManifestAs
6438,莴笋菌核病,Sclerotinia sclerotiorum,白色颗粒,White granules,存在症状,ManifestAs
6439,莴笋菌核病,Sclerotinia sclerotiorum,不规则的鼠粪状菌核,Irregular mouse-dung-like sclerotia,存在症状,ManifestAs
6440,莴笋叶焦病,Cercospora longissima,叶缘变褐坏死,Leaf margins turn brown and necrotize,存在症状,ManifestAs
6441,莴笋叶焦病,Cercospora longissima,叶色淡,Light leaf color,存在症状,ManifestAs
6442,莴笋叶焦病,Cercospora longissima,脉焦,Pulse,存在症状,ManifestAs
6443,莴笋叶焦病,Cercospora longissima,叶脉间坏死,Interveinal necrosis,存在症状,ManifestAs
6444,莴笋叶焦病,Cercospora longissima,叶焦或叶缘烧焦或干枯,Leaves are scorched or have burnt or dry leaf edges,存在症状,ManifestAs
6445,莴笋轮纹病,Mycosphaerella brassicicola,圆形至近圆形褐色斑点,Round to nearly round brown spots,存在症状,ManifestAs
6446,莴笋白粉病,Erysiphe cruciferarum,白色粉状霉斑,White powdery mildew,存在症状,ManifestAs
6447,莴笋白粉病,Erysiphe cruciferarum,浅灰白色粉状霉层,Light gray powdery mildew layer,存在症状,ManifestAs
6448,莴笋白粉病,Erysiphe cruciferarum,叶片呈现白粉,Leaves appear powdery white,存在症状,ManifestAs
6449,莴笋白粉病,Erysiphe cruciferarum,叶片黄化,Yellowing of leaves,存在症状,ManifestAs
6450,莴笋病毒病,Cucumovirus,不规则病斑,Irregular lesions,存在症状,ManifestAs
6451,莴笋病毒病,Cucumovirus,淡绿色,Light green,存在症状,ManifestAs
6452,莴笋病毒病,Cucumovirus,黄绿相间花叶,Yellow-green mosaic,存在症状,ManifestAs
6453,莴笋病毒病,Cucumovirus,不明显的坏死斑点,Inconspicuous necrotic spots,存在症状,ManifestAs
6454,莴笋病毒病,Cucumovirus,细脉变褐,Veins turn brown,存在症状,ManifestAs
6455,莴笋病毒病,Cucumovirus,褐色坏死斑点,Brown necrotic spots,存在症状,ManifestAs
6456,莴笋病毒病,Cucumovirus,叶片皱缩,Leaf shrinkage,存在症状,ManifestAs
6457,莴笋病毒病,Cucumovirus,叶缘下卷成筒状,The leaf margin is rolled into a tube,存在症状,ManifestAs
6458,莴笋病毒病,Cucumovirus,植株矮化,Plant dwarfing,存在症状,ManifestAs
6459,莴笋褐斑病,Mycosphaerella brassicicola,病斑先呈水渍状,The lesions first appear as water stains,存在症状,ManifestAs
6460,莴笋褐斑病,Mycosphaerella brassicicola,圆形或规则形,Round or regular shape,存在症状,ManifestAs
6461,莴笋褐斑病,Mycosphaerella brassicicola,暗灰色,Dark Gray,存在症状,ManifestAs
6462,莴笋褐斑病,Mycosphaerella brassicicola,水渍状晕圈,Water-stained halo,存在症状,ManifestAs
6463,莴笋褐斑病,Mycosphaerella brassicicola,色暗灰色霉状物,Dark grey mold,存在症状,ManifestAs
6464,莴笋褐斑病,Mycosphaerella brassicicola,病叶变褐干枯,Diseased leaves turn brown and dry,存在症状,ManifestAs
6465,莴笋软腐病,Pectobacterium carotovorum,叶片初呈水渍状,Leaves initially appear water-soaked,存在症状,ManifestAs
6466,莴笋软腐病,Pectobacterium carotovorum,污绿色,Dirty Green,存在症状,ManifestAs
6467,莴笋软腐病,Pectobacterium carotovorum,叶片腐烂,Leaf rot,存在症状,ManifestAs
6468,莴笋软腐病,Pectobacterium carotovorum,植株塌陷,Plant collapse,存在症状,ManifestAs
6469,莴笋软腐病,Pectobacterium carotovorum,恶臭气味,Foul odor,存在症状,ManifestAs
6470,莴笋软腐病,Pectobacterium carotovorum,茎部腐烂死亡,Stem rot and death,存在症状,ManifestAs
6471,莴笋轮斑病,Mycosphaerella maculiformis,小的近圆形亮绿色斑,"Small, nearly circular, bright green spots",存在症状,ManifestAs
6472,莴笋轮斑病,Mycosphaerella maculiformis,色具明显,Color is obvious,存在症状,ManifestAs
6473,莴笋轮斑病,Mycosphaerella maculiformis,纹病斑边缘灰,Gray edge of streaks,存在症状,ManifestAs
6474,莴笋黑斑病,Alternaria solani,褐色斑点,Brown spots,存在症状,ManifestAs
6475,莴笋黑斑病,Alternaria solani,圆形或近圆形,Round or nearly round,存在症状,ManifestAs
6476,莴笋黑斑病,Alternaria solani,m褐色或灰,mBrown or gray,存在症状,ManifestAs
6477,莴笋黑斑病,Alternaria solani,上有同心轮纹,Concentric wheel pattern,存在症状,ManifestAs
6478,莴笋锈病,Puccinia lactucae,鲜黄色至桔红色的帽状锈孢子器,Bright yellow to orange cap-shaped rust spores,存在症状,ManifestAs
6479,莴笋锈病,Puccinia lactucae,隆起的小疱,Raised blisters,存在症状,ManifestAs
6480,莴笋锈病,Puccinia lactucae,黑褐色粉末,Dark brown powder,存在症状,ManifestAs
6481,莴笋腐败病,Fusarium oxysporum,病斑纺锤形,Spindle-shaped lesions,存在症状,ManifestAs
6482,莴笋腐败病,Fusarium oxysporum,稍凹陷,Slightly concave,存在症状,ManifestAs
6483,莴笋腐败病,Fusarium oxysporum,浅绿色,Light Green,存在症状,ManifestAs
6484,莴笋腐败病,Fusarium oxysporum,蓝绿色至褐色,Blue green to brown,存在症状,ManifestAs
6485,莴笋腐败病,Fusarium oxysporum,病部软化,Softening of the affected area,存在症状,ManifestAs
6486,莴笋腐败病,Fusarium oxysporum,植株塌陷,Plant collapse,存在症状,ManifestAs
6487,莴笋腐败病,Fusarium oxysporum,淡褐色“V”字形病斑,Light brown "V" shaped lesions,存在症状,ManifestAs
6488,莴笋腐败病,Fusarium oxysporum,叶脉坏死变黑,Leaf vein necrosis and blackening,存在症状,ManifestAs
6489,莴笋腐败病,Fusarium oxysporum,叶片枯黄,Leaves turn yellow,存在症状,ManifestAs
6490,莴笋腐败病,Fusarium oxysporum,病叶变淡褐色干枯呈薄纸状,The diseased leaves turn light brown and dry like thin paper,存在症状,ManifestAs
6491,莴笋叶缘坏死病,Pseudomonas cichorii,病部呈水渍状,The diseased area is water-soaked,存在症状,ManifestAs
6492,莴笋叶缘坏死病,Pseudomonas cichorii,部分现红褐,Partially reddish brown,存在症状,ManifestAs
6493,莴笋褐腐病,Phoma exigua,水渍状,Water stain,存在症状,ManifestAs
6494,莴笋褐腐病,Phoma exigua,植株萎蔫死亡,Plants wilt and die,存在症状,ManifestAs
6495,灰地种蝇,Delia platura,种芽畸形,Seed bud deformity,存在症状,ManifestAs
6496,生菜霜霉病,Bremia lactucae,淡黄色近圆形病斑,Pale yellow nearly circular spots,存在症状,ManifestAs
6497,生菜霜霉病,Bremia lactucae,呈多角形病斑,Polygonal lesions,存在症状,ManifestAs
6498,生菜霜霉病,Bremia lactucae,白色霜霉层,White downy mildew,存在症状,ManifestAs
6499,生菜霜霉病,Bremia lactucae,全叶发黄枯死,All leaves turn yellow and die,存在症状,ManifestAs
6500,生菜霜霉病,Bremia lactucae,病斑呈多角形,The lesions are polygonal,存在症状,ManifestAs
6501,生菜褐斑病,Mycosphaerella brassicicola,病斑先呈水渍状,The lesions first appear as water stains,存在症状,ManifestAs
6502,生菜褐斑病,Mycosphaerella brassicicola,圆形或规则形,Round or regular shape,存在症状,ManifestAs
6503,生菜褐斑病,Mycosphaerella brassicicola,暗灰色,Dark Gray,存在症状,ManifestAs
6504,生菜褐斑病,Mycosphaerella brassicicola,水渍状晕圈,Water-stained halo,存在症状,ManifestAs
6505,生菜褐斑病,Mycosphaerella brassicicola,色暗灰色霉状物,Dark grey mold,存在症状,ManifestAs
6506,生菜褐斑病,Mycosphaerella brassicicola,病叶变褐干枯,Diseased leaves turn brown and dry,存在症状,ManifestAs
6507,生菜轮纹病,Mycosphaerella brassicicola,圆形至近圆形褐色斑点,Round to nearly round brown spots,存在症状,ManifestAs
6508,生菜轮纹病,Mycosphaerella brassicicola,m褐色至灰,mBrown to gray,存在症状,ManifestAs
6509,生菜灰霉病,Botrytis cinerea,全株萎蔫死亡,The whole plant wilts and dies,存在症状,ManifestAs
6510,生菜灰霉病,Botrytis cinerea,红褐色,Reddish brown,存在症状,ManifestAs
6511,生菜灰霉病,Botrytis cinerea,上部叶片萎蔫,Upper leaves wilt,存在症状,ManifestAs
6512,生菜灰霉病,Botrytis cinerea,茎部腐烂,Stem rot,存在症状,ManifestAs
6513,生菜灰霉病,Botrytis cinerea,黄褐色,tan,存在症状,ManifestAs
6514,生菜灰霉病,Botrytis cinerea,灰褐或灰绿色霉层,Gray-brown or gray-green mold layer,存在症状,ManifestAs
6515,生菜菌核病,Sclerotinia sclerotiorum,黄褐色,tan,存在症状,ManifestAs
6516,生菜菌核病,Sclerotinia sclerotiorum,植株烂掉,Plant rot,存在症状,ManifestAs
6517,生菜菌核病,Sclerotinia sclerotiorum,白色絮状的菌丝团,White flocculent mycelium,存在症状,ManifestAs
6518,生菜菌核病,Sclerotinia sclerotiorum,白色颗粒,White granules,存在症状,ManifestAs
6519,生菜菌核病,Sclerotinia sclerotiorum,不规则的鼠粪状菌核,Irregular mouse-dung-like sclerotia,存在症状,ManifestAs
6520,生菜轮斑病,Pseudomonas cichorii,小的近圆形亮绿色斑,"Small, nearly circular, bright green spots",存在症状,ManifestAs
6521,生菜轮斑病,Pseudomonas cichorii,色具明显,Color is obvious,存在症状,ManifestAs
6522,生菜轮斑病,Pseudomonas cichorii,纹病斑边缘灰,Gray edge of streaks,存在症状,ManifestAs
6523,生菜腐败病,Erwinia carotovora,淡褐色“V”字形病斑,Light brown "V" shaped lesions,存在症状,ManifestAs
6524,生菜腐败病,Erwinia carotovora,叶脉坏死变黑,Leaf vein necrosis and blackening,存在症状,ManifestAs
6525,生菜腐败病,Erwinia carotovora,叶片枯黄,Leaves turn yellow,存在症状,ManifestAs
6526,生菜腐败病,Erwinia carotovora,病叶变淡褐色干枯呈薄纸状,The diseased leaves turn light brown and dry like thin paper,存在症状,ManifestAs
6527,生菜软腐病,Pectobacterium carotovorum,叶片初呈水渍状,Leaves initially appear water-soaked,存在症状,ManifestAs
6528,生菜软腐病,Pectobacterium carotovorum,叶片腐烂,Leaf rot,存在症状,ManifestAs
6529,生菜软腐病,Pectobacterium carotovorum,恶臭气味,Foul odor,存在症状,ManifestAs
6530,生菜软腐病,Pectobacterium carotovorum,叶球烂光,Leaf rot,存在症状,ManifestAs
6531,生菜叶焦病,Cercospora longissima,心叶边缘变褐色,The edges of the heart leaves turn brown,存在症状,ManifestAs
6532,生菜叶焦病,Cercospora longissima,叶色淡,Light leaf color,存在症状,ManifestAs
6533,生菜叶焦病,Cercospora longissima,脉焦,Pulse,存在症状,ManifestAs
6534,生菜叶焦病,Cercospora longissima,叶脉间坏死,Interveinal necrosis,存在症状,ManifestAs
6535,生菜叶焦病,Cercospora longissima,叶焦或叶缘烧焦或干枯,Leaves are scorched or have burnt or dry leaf edges,存在症状,ManifestAs
6536,生菜病毒病,Lettuce mosaic virus,不规则病斑,Irregular lesions,存在症状,ManifestAs
6537,生菜病毒病,Lettuce mosaic virus,淡绿色,Light green,存在症状,ManifestAs
6538,生菜病毒病,Lettuce mosaic virus,黄绿相间花叶,Yellow-green mosaic,存在症状,ManifestAs
6539,生菜病毒病,Lettuce mosaic virus,不明显的坏死斑点,Inconspicuous necrotic spots,存在症状,ManifestAs
6540,生菜病毒病,Lettuce mosaic virus,细脉变褐,Veins turn brown,存在症状,ManifestAs
6541,生菜病毒病,Lettuce mosaic virus,褐色坏死斑点,Brown necrotic spots,存在症状,ManifestAs
6542,生菜病毒病,Lettuce mosaic virus,叶片皱缩,Leaf shrinkage,存在症状,ManifestAs
6543,生菜病毒病,Lettuce mosaic virus,叶缘下卷成筒状,The leaf margin is rolled into a tube,存在症状,ManifestAs
6544,生菜病毒病,Lettuce mosaic virus,植株矮化,Plant dwarfing,存在症状,ManifestAs
6545,生菜褐腐病,Sclerotinia sclerotiorum,水渍状,Water stain,存在症状,ManifestAs
6546,生菜褐腐病,Sclerotinia sclerotiorum,外叶发褐腐烂,Outer leaves turn brown and rot,存在症状,ManifestAs
6547,生菜褐腐病,Sclerotinia sclerotiorum,外叶褐色软腐,Brown soft rot on outer leaves,存在症状,ManifestAs
6548,生菜褐腐病,Sclerotinia sclerotiorum,淡淡的灰白色蛛丝状菌丝,Light grayish white spider-like mycelium,存在症状,ManifestAs
6549,生菜褐腐病,Sclerotinia sclerotiorum,浅褐色枯死萎,Light brown withered,存在症状,ManifestAs
6550,生菜褐腐病,Sclerotinia sclerotiorum,植株呈黄萎状,The plant is yellow and wilted,存在症状,ManifestAs
6551,苋菜白锈病,Albugo bliti,点状病斑,Spot-like lesions,存在症状,ManifestAs
6552,苋菜白锈病,Albugo bliti,淡黄绿色至黄色点,Light yellow green to yellow spots,存在症状,ManifestAs
6553,苋菜白锈病,Albugo bliti,凹陷小黄斑,Small sunken macular,存在症状,ManifestAs
6554,苋菜白锈病,Albugo bliti,不规则形,Irregular,存在症状,ManifestAs
6555,苋菜白锈病,Albugo bliti,白色疱状孢子,White blister spores,存在症状,ManifestAs
6556,苋菜白锈病,Albugo bliti,圆形至不定,Round to indefinite,存在症状,ManifestAs
6557,苋菜白锈病,Albugo bliti,叶片凹凸不平,Uneven leaves,存在症状,ManifestAs
6558,苋菜白锈病,Albugo bliti,叶片脱落,Leaf shedding,存在症状,ManifestAs
6559,苋菜白锈病,Albugo bliti,肿胀畸形,Swelling and deformity,存在症状,ManifestAs
6560,苋菜褐斑病,Cercospora amaranthi,病斑圆形或不定形,Lesions are round or irregular,存在症状,ManifestAs
